"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"pwsh","1","704","2204188692480","110030848","58519552","71016",,,,,"3.1875",,,,,"Process",,,"8",,"False","2021-12-01 오전 9:17:51",,"18916",".",,,,"71016","71016","58519552","58519552","433360","433360","65093632","65093632","117194752","117194752","2204213592064","895369216",,,"58519552","58519552","pwsh",,"1",,"System.Diagnostics.ProcessThreadCollection","704","2204188692480","870469632","False",,,,"110030848","110030848",,,"00:00:00.7812500","00:00:03.1875000","00:00:02.4062500","526314","선택 Administrator: C:\Program Files\PowerShell\7\pwsh.exe","True",,
"pwsh","1","1425","2204493508608","245850112","184340480","125656","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe"" -WorkingDirectory ~","System.Diagnostics.Process (explorer)","Microsoft Corporation","31.75","7.2.0.500","7.2.0 SHA: bec5c36d9da67bfcf5b88834f03b326c89f100c5","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10052","8",,"False","2021-12-01 오전 9:21:15",,"19324",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","125656","125656","184340480","184340480","769728","769728","184381440","184381440","245866496","245866496","2204694487040","1376264192","True","Normal","184340480","184340480","pwsh","63","1",,"System.Diagnostics.ProcessThreadCollection","1425","2204493508608","1175285760","False",,,,"245850112","245850112",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:18.4062500","00:00:31.7656250","00:00:13.3593750","329918","PowerShell 7 (x64)","True",,
"RadeonSoftware","1","2487","5439012864","73412608","172412928","78496","C:\Program Files\AMD\CNext\CNext\Radeonsoftware.exe","""C:\Program Files\AMD\CNext\CNext\Radeonsoftware.exe"" atlogon","System.Diagnostics.Process","Advanced Micro Devices, Inc.","12.546875","10,01,02,1829","10,01,02,1829","Radeon Software: Host Application","Radeon Software","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5276","8",,"False","2021-12-01 오전 8:19:32",,"14360",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","78496","78496","172412928","172412928","1764952","1764952","194498560","194498560","165285888","165285888","5457809408","1162842112","True","Normal","172412928","172412928","RadeonSoftware","63","1",,"System.Diagnostics.ProcessThreadCollection","2487","5439012864","1144045568","False",,,,"73412608","73412608",,"System.Diagnostics.ProcessModule (Radeonsoftware.exe)","00:00:10.2500000","00:00:12.5468750","00:00:02.2968750","0","","True",,
"Razer Central","1","1856","573558784","133398528","68636672","84736","C:\Program Files (x86)\Razer\Razer Services\Razer Central\Razer Central.exe","""C:\Program Files (x86)\Razer\Razer Services\Razer Central\Razer Central.exe"" /Client",,"Razer Inc.","5.34375","7.3.32.190","7.3.32.190","Razer Central","Razer Central","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8444","8",,"False","2021-12-01 오전 8:19:32",,"14676",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","84736","84736","68636672","68636672","976872","976872","76111872","76111872","136822784","136822784","742735872","742735872","True","Normal","68636672","68636672","Razer Central","63","1",,"System.Diagnostics.ProcessThreadCollection","1856","573558784","573558784","False",,,,"133398528","133398528",,"System.Diagnostics.ProcessModule (Razer Central.exe)","00:00:02.3437500","00:00:05.3437500","00:00:03","0","","True",,
"Razer Synapse 3","1","2378","752455680","135749632","86994944","168088","C:\Program Files (x86)\Razer\Synapse3\WPFUI\Framework\Razer Synapse 3 Host\Razer Synapse 3.exe","""C:\Program Files (x86)\Razer\Synapse3\WPFUI\Framework\Razer Synapse 3 Host\Razer Synapse 3.exe"" /StartMinimized","System.Diagnostics.Process (explorer)","Razer Inc.","4.765625","3.1.627.5","3.1.627.5","Razer Synapse 3","Razer Synapse 3","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9784","8",,"False","2021-12-01 오전 8:19:30",,"13508",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","168088","168088","86994944","86994944","1082264","1082264","91049984","91049984","142213120","142213120","806006784","806006784","True","Normal","86994944","86994944","Razer Synapse 3","63","1",,"System.Diagnostics.ProcessThreadCollection","2378","752455680","752455680","False",,,,"135749632","135749632",,"System.Diagnostics.ProcessModule (Razer Synapse 3.exe)","00:00:01.6250000","00:00:04.7656250","00:00:03.1406250","0","","True",,
"Razer Synapse Service","0","2728","493342720","166371328","96870400","272379",,,,,,,,,,"Process",,,"8",,,,,"6048",".",,,,"272379","272379","96870400","96870400","726720","726720","98017280","98017280","166969344","166969344","516935680","516935680",,,"96870400","96870400","Razer Synapse Service",,"0",,"System.Diagnostics.ProcessThreadCollection","2728","493342720","493342720","False",,,,"166371328","166371328",,,,,,"0","","True",,
"Razer Synapse Service Process","1","748","323932160","57987072","37715968","51888","C:\Program Files (x86)\Razer\Synapse3\Service\..\UserProcess\Razer Synapse Service Process.exe","""C:\Program Files (x86)\Razer\Synapse3\Service\..\UserProcess\Razer Synapse Service Process.exe""",,"","9.8125","1.0.0.0","1.0.0.0","Razer Synapse Service Process","Razer Synapse Service Process","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6636","8",,"False","2021-12-01 오전 8:19:10",,"7568",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","51888","51888","37715968","37715968","532624","532624","42582016","42582016","62582784","62582784","333668352","333668352","True","Normal","37715968","37715968","Razer Synapse Service Process","63","1",,"System.Diagnostics.ProcessThreadCollection","748","323932160","323932160","False",,,,"57987072","57987072",,"System.Diagnostics.ProcessModule (Razer Synapse Service Process.exe)","00:00:04.1718750","00:00:09.8125000","00:00:05.6406250","0","","True",,
"RazerCentralService","0","1148","285085696","84955136","44924928","54560",,,,,,,,,,"Process",,,"8",,,,,"4248",".",,,,"54560","54560","44924928","44924928","480384","480384","48222208","48222208","88076288","88076288","307302400","307302400",,,"44924928","44924928","RazerCentralService",,"0",,"System.Diagnostics.ProcessThreadCollection","1148","285085696","285085696","False",,,,"84955136","84955136",,,,,,"0","","True",,
"Registry","0","0","122290176","71118848","9240576","11560",,,,,,,,,,"Process",,,"8",,,,,"124",".",,,,"11560","11560","9240576","9240576","243072","243072","31870976","31870976","113324032","113324032","164429824","164429824",,,"9240576","9240576","Registry",,"0",,"System.Diagnostics.ProcessThreadCollection","0","122290176","122290176","False",,,,"71118848","71118848",,,,,,"0","","True",,
"remoting_host","0","211","160370688","10637312","5054464","13800",,,,,,,,,,"Process",,,"8",,,,,"4092",".",,,,"13800","13800","5054464","5054464","176056","176056","5423104","5423104","11182080","11182080","166924288","166924288",,,"5054464","5054464","remoting_host",,"0",,"System.Diagnostics.ProcessThreadCollection","211","160370688","160370688","False",,,,"10637312","10637312",,,,,,"0","","True",,
"remoting_host","0","435","187191296","19562496","8388608","22576",,,,,"1.109375",,,,,"Process",,,"8",,,"2021-12-01 오전 8:17:17",,"5688",".",,,,"22576","22576","8388608","8388608","206280","206280","9154560","9154560","20062208","20062208","199249920","199249920",,,"8388608","8388608","remoting_host",,"0",,"System.Diagnostics.ProcessThreadCollection","435","187191296","187191296","False",,,,"19562496","19562496",,,"00:00:00.8125000","00:00:01.1093750","00:00:00.2968750","0","","True",,
"RtkAudUService64","0","335","4410359808","11718656","4038656","12816",,,,,,,,,,"Process",,,"8",,,,,"4272",".",,,,"12816","12816","4038656","4038656","155088","155088","4673536","4673536","12484608","12484608","4415602688","120635392",,,"4038656","4038656","RtkAudUService64",,"0",,"System.Diagnostics.ProcessThreadCollection","335","4410359808","115392512","False",,,,"11718656","11718656",,,,,,"0","","True",,
"RtkAudUService64","1","256","4411297792","9121792","2060288","10792","C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_3d345565ec73a109\RtkAudUService64.exe","""C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_3d345565ec73a109\RtkAudUService64.exe"" -background","System.Diagnostics.Process (explorer)","Realtek Semiconductor","0.046875","1.0.354.1","1.0.354.1","Realtek HD Audio Universal Service","Realtek HD Audio Universal Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6796","8",,"False","2021-12-01 오전 8:19:27",,"13040",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10792","10792","2060288","2060288","161136","161136","2187264","2187264","9740288","9740288","4415492096","120524800","True","Normal","2060288","2060288","RtkAudUService64","63","1",,"System.Diagnostics.ProcessThreadCollection","256","4411297792","116330496","False",,,,"9121792","9121792",,"System.Diagnostics.ProcessModule (RtkAudUService64.exe)","00:00:00.0468750","00:00:00.0468750","00:00:00","0","","True",,
"RtkBtManServ","0","2410","4373839872","7065600","2179072","7728",,,,,,,,,,"Process",,,"8",,,,,"4240",".",,,,"7728","7728","2179072","2179072","125288","125288","2674688","2674688","7954432","7954432","4380131328","85164032",,,"2179072","2179072","RtkBtManServ",,"0",,"System.Diagnostics.ProcessThreadCollection","2410","4373839872","78872576","False",,,,"7065600","7065600",,,,,,"0","","True",,
"RuntimeBroker","1","404","2203517530112","32370688","7114752","19712","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.765625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7164","8",,"False","2021-12-01 오전 8:19:15",,"1500",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19712","19712","7114752","7114752","321272","321272","8658944","8658944","35999744","35999744","2203528732672","210509824","True","Normal","7114752","7114752","RuntimeBroker","63","1",,"System.Diagnostics.ProcessThreadCollection","404","2203517530112","199307264","False",,,,"32370688","32370688",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.5937500","00:00:00.7656250","00:00:00.1718750","0","","True",,
"RuntimeBroker","1","465","2203504287744","31543296","7172096","22128","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6812","8",,"False","2021-12-01 오전 8:19:23",,"2288",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22128","22128","7172096","7172096","283920","283920","8327168","8327168","32923648","32923648","2203651543040","333320192","True","Normal","7172096","7172096","RuntimeBroker","63","1",,"System.Diagnostics.ProcessThreadCollection","465","2203504287744","186064896","False",,,,"31543296","31543296",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.7031250","00:00:00.8750000","00:00:00.1718750","0","","True",,
"RuntimeBroker","1","118","2203402821632","6934528","1630208","7336","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.03125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6128","8",,"False","2021-12-01 오전 8:20:26",,"7372",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7336","7336","1630208","1630208","98136","98136","2347008","2347008","8622080","8622080","2203413278720","95055872","True","Normal","1630208","1630208","RuntimeBroker","63","1",,"System.Diagnostics.ProcessThreadCollection","118","2203402821632","84598784","False",,,,"6934528","6934528",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","0","","True",,
"RuntimeBroker","1","500","2203563995136","40218624","13893632","25120","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","2.921875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5336","8",,"False","2021-12-01 오전 8:19:16",,"10312",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25120","25120","13893632","13893632","357784","357784","16707584","16707584","45760512","45760512","2203584610304","266387456","True","Normal","13893632","13893632","RuntimeBroker","63","1",,"System.Diagnostics.ProcessThreadCollection","500","2203563995136","245772288","False",,,,"40218624","40218624",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:02.1093750","00:00:02.9218750","00:00:00.8125000","0","","True",,
"RuntimeBroker","1","242","2203454038016","19705856","3096576","13864","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.109375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8532","8",,"False","2021-12-01 오전 8:19:20",,"12116",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13864","13864","3096576","3096576","200752","200752","4071424","4071424","23420928","23420928","2203482517504","164294656","True","Normal","3096576","3096576","RuntimeBroker","63","1",,"System.Diagnostics.ProcessThreadCollection","242","2203454038016","135815168","False",,,,"19705856","19705856",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0937500","00:00:00.1093750","00:00:00.0156250","0","","True",,
"RuntimeBroker","1","354","2203471011840","26636288","6787072","20120","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","5.421875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6908","8",,"False","2021-12-01 오전 8:19:25",,"12968",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20120","20120","6787072","6787072","226312","226312","8863744","8863744","33492992","33492992","2203777638400","459415552","True","Normal","6787072","6787072","RuntimeBroker","63","1",,"System.Diagnostics.ProcessThreadCollection","354","2203471011840","152788992","False",,,,"26636288","26636288",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:04.0312500","00:00:05.4218750","00:00:01.3906250","0","","True",,
"RuntimeBroker","1","289","2203459346432","22175744","3674112","14728","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","1.203125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9720","8",,"False","2021-12-01 오전 8:19:37",,"15552",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14728","14728","3674112","3674112","211096","211096","5378048","5378048","30302208","30302208","2203490004992","171782144","True","Normal","3674112","3674112","RuntimeBroker","63","1",,"System.Diagnostics.ProcessThreadCollection","289","2203459346432","141123584","False",,,,"22175744","22175744",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:01.1093750","00:00:01.2031250","00:00:00.0937500","0","","True",,
"RuntimeBroker","1","392","2203511709696","30511104","9379840","19760","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.515625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7188","8",,"False","2021-12-01 오전 10:02:36",,"19364",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19760","19760","9379840","9379840","301096","301096","10678272","10678272","34013184","34013184","2203526230016","208007168","True","Normal","9379840","9379840","RuntimeBroker","63","1",,"System.Diagnostics.ProcessThreadCollection","392","2203511709696","193486848","False",,,,"30511104","30511104",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.4218750","00:00:00.5156250","00:00:00.0937500","0","","True",,
"SearchApp","1","1697","2238861754368","200642560","147120128","107376","C:\WINDOWS\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe","""C:\WINDOWS\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe"" -ServerName:CortanaUI.AppX8z9r6jm96hw4bsbneegw0kyxx296wr9t.mca",,"Microsoft Corporation","8.765625","10.0.19041.1320 (WinBuild.160101.0800)","10.0.19041.1320","Search application","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7136","8",,"False","2021-12-01 오전 8:19:15",,"9532",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","107376","107376","147120128","147120128","1212048","1212048","167690240","167690240","224526336","224526336","2238875037696","1197076480","True","Normal","147120128","147120128","SearchApp","63","1",,"System.Diagnostics.ProcessThreadCollection","1697","2238861754368","1183793152","False",,,,"200642560","200642560",,"System.Diagnostics.ProcessModule (SearchApp.exe)","00:00:03.4218750","00:00:08.7656250","00:00:05.3437500","0","","True",,
"SearchIndexer","0","824","2203700776960","51150848","36347904","77472",,,,,,,,,,"Process",,,"8",,,,,"10404",".",,,,"77472","77472","36347904","36347904","286144","286144","61321216","61321216","72019968","72019968","2203708747776","390524928",,,"36347904","36347904","SearchIndexer",,"0",,"System.Diagnostics.ProcessThreadCollection","824","2203700776960","382554112","False",,,,"51150848","51150848",,,,,,"0","","True",,
"SecurityHealthService","0","417","2203426603008","16171008","4730880","16368",,,,,,,,,,"Process",,,"8",,,,,"13184",".",,,,"16368","16368","4730880","4730880","156424","156424","5115904","5115904","16449536","16449536","2203431321600","113098752",,,"4730880","4730880","SecurityHealthService",,"0",,"System.Diagnostics.ProcessThreadCollection","417","2203426603008","108380160","False",,,,"16171008","16171008",,,,,,"0","","True",,
"SecurityHealthSystray","1","161","2203427172352","9265152","1945600","9512","C:\Windows\System32\SecurityHealthSystray.exe","""C:\Windows\System32\SecurityHealthSystray.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.078125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows Security notification icon","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6100","8",,"False","2021-12-01 오전 8:19:26",,"13124",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9512","9512","1945600","1945600","147376","147376","2142208","2142208","9596928","9596928","2203431899136","113676288","True","Normal","1945600","1945600","SecurityHealthSystray","63","1",,"System.Diagnostics.ProcessThreadCollection","161","2203427172352","108949504","False",,,,"9265152","9265152",,"System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","00:00:00.0625000","00:00:00.0781250","00:00:00.0156250","0","","True",,
"services","0","752","2203386019840","11194368","6103040","11800",,,,,,,,,,"Process",,,"9",,,,,"896",".",,,,"11800","11800","6103040","6103040","167696","167696","8077312","8077312","11538432","11538432","2203413680128","95457280",,,"6103040","6103040","services",,"0",,"System.Diagnostics.ProcessThreadCollection","752","2203386019840","67796992","False",,,,"11194368","11194368",,,,,,"0","","True",,
"SgrmBroker","0","105","2203383828480","7491584","5345280","7736",,,,,,,,,,"Process",,,"8",,,,,"13720",".",,,,"7736","7736","5345280","5345280","35280","35280","6594560","6594560","9097216","9097216","2203384877056","66654208",,,"5345280","5345280","SgrmBroker",,"0",,"System.Diagnostics.ProcessThreadCollection","105","2203383828480","65605632","False",,,,"7491584","7491584",,,,,,"0","","True",,
"ShellExperienceHost","1","959","2203775561728","80199680","27672576","40064","C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","""C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",,"Microsoft Corporation","2.578125","10.0.19041.1320 (WinBuild.160101.0800)","10.0.19041.1320","Windows Shell Experience Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6928","8",,"False","2021-12-01 오전 8:19:23",,"6332",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","40064","40064","27672576","27672576","971264","971264","28741632","28741632","81305600","81305600","2203785011200","466788352","True","Normal","27672576","27672576","ShellExperienceHost","63","1",,"System.Diagnostics.ProcessThreadCollection","959","2203775561728","457338880","False",,,,"80199680","80199680",,"System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","00:00:01.3750000","00:00:02.5781250","00:00:01.2031250","0","","True",,
"sihost","1","618","2203487916032","29081600","6770688","18880","C:\WINDOWS\system32\sihost.exe","sihost.exe",,"Microsoft Corporation","3.765625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Shell Infrastructure Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7692","8",,"False","2021-12-01 오전 8:19:10",,"7360",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18880","18880","6770688","6770688","253736","253736","7118848","7118848","30306304","30306304","2203508686848","190464000","True","Normal","6770688","6770688","sihost","63","1",,"System.Diagnostics.ProcessThreadCollection","618","2203487916032","169693184","False",,,,"29081600","29081600",,"System.Diagnostics.ProcessModule (sihost.exe)","00:00:02.6718750","00:00:03.7656250","00:00:01.0937500","0","","True",,
"smmgr","0","325","82558976","15986688","6615040","27248",,,,,,,,,,"Process",,,"8",,,,,"4300",".",,,,"27248","27248","6615040","6615040","137064","137064","8798208","8798208","17858560","17858560","90423296","90423296",,,"6615040","6615040","smmgr",,"0",,"System.Diagnostics.ProcessThreadCollection","325","82558976","82558976","False",,,,"15986688","15986688",,,,,,"0","","True",,
"smss","0","53","2203359793152","884736","1089536","3224",,,,,,,,,,"Process",,,"11",,,,,"484",".",,,,"3224","3224","1089536","1089536","13336","13336","1155072","1155072","1290240","1290240","2203367911424","49688576",,,"1089536","1089536","smss",,"0",,"System.Diagnostics.ProcessThreadCollection","53","2203359793152","41570304","False",,,,"884736","884736",,,,,,"0","","True",,
"spoolsv","0","446","2203423322112","16318464","5611520","22464",,,,,,,,,,"Process",,,"8",,,,,"3660",".",,,,"22464","22464","5611520","5611520","149448","149448","6283264","6283264","16592896","16592896","2203429179392","110956544",,,"5611520","5611520","spoolsv",,"0",,"System.Diagnostics.ProcessThreadCollection","446","2203423322112","105099264","False",,,,"16318464","16318464",,,,,,"0","","True",,
"ss_conn_service","0","154","46075904","6402048","1974272","11216",,,,,,,,,,"Process",,,"8",,,,,"4388",".",,,,"11216","11216","1974272","1974272","85304","85304","2269184","2269184","6840320","6840320","51318784","51318784",,,"1974272","1974272","ss_conn_service",,"0",,"System.Diagnostics.ProcessThreadCollection","154","46075904","46075904","False",,,,"6402048","6402048",,,,,,"0","","True",,
"ss_conn_service2","0","199","56135680","7557120","2113536","12168",,,,,,,,,,"Process",,,"8",,,,,"4372",".",,,,"12168","12168","2113536","2113536","106504","106504","2400256","2400256","7979008","7979008","61378560","61378560",,,"2113536","2113536","ss_conn_service2",,"0",,"System.Diagnostics.ProcessThreadCollection","199","56135680","56135680","False",,,,"7557120","7557120",,,,,,"0","","True",,
"StartMenuExperienceHost","1","626","2203665682432","76865536","23035904","32000","C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","""C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca",,,"1.765625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7444","8",,"False","2021-12-01 오전 8:19:15",,"10120",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32000","32000","23035904","23035904","709656","709656","33599488","33599488","86835200","86835200","2203797307392","479084544","True","Normal","23035904","23035904","StartMenuExperienceHost","63","1",,"System.Diagnostics.ProcessThreadCollection","626","2203665682432","347459584","False",,,,"76865536","76865536",,"System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","00:00:00.9062500","00:00:01.7656250","00:00:00.8593750","0","","True",,
"steam","1","905","371671040","85737472","50270208","80256","C:\Program Files (x86)\Steam\steam.exe","""C:\Program Files (x86)\Steam\steam.exe"" -silent","System.Diagnostics.Process (explorer)","Valve Corporation","74.9375","06.90.98.64","01.00.00.02","Steam","Steam","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6560","8",,"False","2021-12-01 오전 8:19:34",,"15112",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","80256","80256","50270208","50270208","579640","579640","59703296","59703296","97812480","97812480","410488832","410488832","True","Normal","50270208","50270208","steam","63","1",,"System.Diagnostics.ProcessThreadCollection","905","371671040","371671040","False",,,,"85737472","85737472",,"System.Diagnostics.ProcessModule (steam.exe)","00:01:10.3906250","00:01:14.9375000","00:00:04.5468750","0","","True",,
"steamservice","0","235","59625472","11796480","5435392","13056",,,,,,,,,,"Process",,,"8",,,,,"16312",".",,,,"13056","13056","5435392","5435392","110328","110328","7041024","7041024","13672448","13672448","66179072","66179072",,,"5435392","5435392","steamservice",,"0",,"System.Diagnostics.ProcessThreadCollection","235","59625472","59625472","False",,,,"11796480","11796480",,,,,,"0","","True",,
"steamwebhelper","1","723","4812705792","65019904","51650560","31584","C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=gpu-process --field-trial-handle=1688,17921193971288530001,9442267683145088938,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --lang=ko-KR --buildid=1637624439 --steamid=0 --gpu-preferences=MAAAAAAAAADgAAAwAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAAKAAAAAQAAAAgAAAAAAAAACgAAAAAAAAAMAAAAAAAAAA4AAAAAAAAABAAAAAAAAAAAAAAAAUAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAABAAAABQAAABAAAAAAAAAAAQAAAAYAAAA= --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --mojo-platform-channel-handle=1744 /prefetch:2","System.Diagnostics.Process (steamwebhelper)","Valve Corporation","0.203125","06.90.98.64","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5444","10",,"False","2021-12-01 오전 8:19:40",,"15212",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","31584","31584","51650560","51650560","763120","763120","61308928","61308928","68747264","68747264","4834230272","539262976","True","AboveNormal","51650560","51650560","steamwebhelper","63","1",,"System.Diagnostics.ProcessThreadCollection","723","4812705792","517738496","False",,,,"65019904","65019904",,"System.Diagnostics.ProcessModule (steamwebhelper.exe)","00:00:00.0937500","00:00:00.2031250","00:00:00.1093750","0","","True",,
